,DEPARTURES_PERFORMED,PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
56,1,143,6584,AA,American Airlines Inc.,AA,American Airlines Inc.,15258,TLV,11697,FLL,627,2
60,1,159,746,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,14207,POP,614,2
62,1,127,556,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,11244,CZM,614,2
67,1,169,746,AA,American Airlines Inc.,AA,American Airlines Inc.,14207,POP,13303,MIA,614,2
70,1,43,2390,AA,American Airlines Inc.,AA,American Airlines Inc.,14832,SJD,11618,EWR,614,2
71,1,159,2184,AA,American Airlines Inc.,AA,American Airlines Inc.,14832,SJD,12264,IAD,614,2
72,1,61,2539,AA,American Airlines Inc.,AA,American Airlines Inc.,11888,GEO,12478,JFK,614,2
78,1,5,1514,AA,American Airlines Inc.,AA,American Airlines Inc.,12693,KIN,14100,PHL,698,2
79,1,113,1298,AA,American Airlines Inc.,AA,American Airlines Inc.,10846,BZE,11057,CLT,698,2
82,1,103,1028,AA,American Airlines Inc.,AA,American Airlines Inc.,11032,CUN,11298,DFW,698,2
83,1,35,1514,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,12693,KIN,698,2
84,1,53,1030,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,13605,NAS,698,2
88,1,123,1030,AA,American Airlines Inc.,AA,American Airlines Inc.,13605,NAS,14100,PHL,698,2
90,1,81,1064,AA,American Airlines Inc.,AA,American Airlines Inc.,11057,CLT,14153,PLS,694,2
91,1,127,1468,AA,American Airlines Inc.,AA,American Airlines Inc.,11032,CUN,14100,PHL,694,2
92,1,131,1468,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,11032,CUN,694,2
93,1,133,875,AA,American Airlines Inc.,AA,American Airlines Inc.,11298,DFW,13594,MZT,694,2
94,1,83,1064,AA,American Airlines Inc.,AA,American Airlines Inc.,14153,PLS,11057,CLT,694,2
95,1,147,2608,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,12986,LIM,699,2
96,1,189,531,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,11032,CUN,699,2
104,1,137,1075,AA,American Airlines Inc.,AA,American Airlines Inc.,11244,CZM,11057,CLT,699,2
107,1,221,2659,AA,American Airlines Inc.,AA,American Airlines Inc.,11298,DFW,12051,GYE,627,2
109,1,139,1381,AA,American Airlines Inc.,AA,American Airlines Inc.,14293,PUJ,11057,CLT,838,2
110,1,167,524,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,13180,MBJ,838,2
111,1,51,767,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,10846,BZE,838,2
112,1,113,767,AA,American Airlines Inc.,AA,American Airlines Inc.,10846,BZE,13303,MIA,838,2
113,1,159,1748,AA,American Airlines Inc.,AA,American Airlines Inc.,11057,CLT,14838,SJO,838,2
114,1,97,1748,AA,American Airlines Inc.,AA,American Airlines Inc.,14838,SJO,11057,CLT,838,2
118,1,173,1760,AA,American Airlines Inc.,AA,American Airlines Inc.,11032,CUN,14107,PHX,721,2
119,1,185,1911,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,10411,AUA,721,2
120,1,183,1760,AA,American Airlines Inc.,AA,American Airlines Inc.,14107,PHX,11032,CUN,721,2
121,1,231,1506,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,10711,BOG,637,2
122,1,197,1506,AA,American Airlines Inc.,AA,American Airlines Inc.,10711,BOG,13303,MIA,637,2
127,1,187,7260,CX,Cathay Pacific Airways Ltd.,CX,Cathay Pacific Airways Ltd.,12143,HKG,12892,LAX,637,2
133,1,3,3411,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,16646,OXF,15167,TEB,775,1
134,1,1,2486,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,16178,YQX,11219,CXO,609,1
135,1,5,3477,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,10730,BQH,15167,TEB,658,1
140,1,7,4418,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13094,LTN,13898,OPF,667,3
141,1,3,4404,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13094,LTN,11697,FLL,667,3
142,1,3,4371,AOQ,Avon Jet AG,AOQ,Avon Jet AG,14027,PBI,13094,LTN,667,3
152,1,13,4419,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13156,MAD,13898,OPF,751,3
154,1,1,2512,NIQ,AVCON JET MALTA LTD,NIQ,AVCON JET MALTA LTD,15618,VNY,13289,MHH,688,3
155,1,3,3084,NIQ,AVCON JET MALTA LTD,NIQ,AVCON JET MALTA LTD,14918,SNN,15167,TEB,688,3
156,1,1,2229,NIQ,AVCON JET MALTA LTD,NIQ,AVCON JET MALTA LTD,12197,HPN,14210,POS,688,3
160,1,1,763,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13252,MEX,12266,IAH,626,2
188,1,69,357,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,12953,LGA,16271,YYZ,631,3
189,1,61,226,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11534,ELH,13303,MIA,638,3
192,1,107,3930,SK,Scandinavian Airlines Sys.,SK,Scandinavian Airlines Sys.,11618,EWR,10357,ARN,699,3
194,1,3,3958,LDQ,Sparfell Luftfahrt GmbH,LDQ,Sparfell Luftfahrt GmbH,13047,LPA,13898,OPF,688,3
200,1,13,3696,02Q,Titan Airways,02Q,Titan Airways,15018,STN,12264,IAD,721,3
202,1,13,3696,02Q,Titan Airways,02Q,Titan Airways,12264,IAD,15018,STN,721,3
217,1,39,68,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,10792,BUF,16271,YYZ,530,3
219,1,153,1029,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,13095,LTO,14771,SFO,614,3
223,1,87,1329,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,12892,LAX,16306,ZLO,614,3
228,1,101,1109,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14312,PVR,14679,SAN,634,3
229,1,169,1218,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14312,PVR,12892,LAX,634,3
232,1,135,1307,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,12892,LAX,11874,GDL,634,3
233,1,155,911,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,12892,LAX,14832,SJD,634,3
235,1,163,1307,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,11874,GDL,12892,LAX,634,3
237,1,163,1553,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,13796,OAK,14312,PVR,888,3
240,1,171,1279,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14832,SJD,14893,SMF,888,3
242,1,241,4166,KL,Klm Royal Dutch Airlines,KL,Klm Royal Dutch Airlines,10292,AMS,13487,MSP,696,3
246,1,279,1905,KL,Klm Royal Dutch Airlines,KL,Klm Royal Dutch Airlines,10397,ATL,16268,YYT,889,3
255,1,1,728,14Q,London Air Services Limited,14Q,London Air Services Limited,16115,YLW,14869,SLC,575,3
256,1,5,1547,14Q,London Air Services Limited,14Q,London Air Services Limited,14683,SAT,12990,LIR,575,3
259,1,5,1630,14Q,London Air Services Limited,14Q,London Air Services Limited,12990,LIR,11415,DRT,575,3
260,1,5,1801,14Q,London Air Services Limited,14Q,London Air Services Limited,11415,DRT,16229,YVR,575,3
262,1,1,1506,14Q,London Air Services Limited,14Q,London Air Services Limited,12278,ICT,16263,YYJ,575,3
265,1,1,819,14Q,London Air Services Limited,14Q,London Air Services Limited,14831,SJC,16229,YVR,575,3
266,1,1,1081,14Q,London Air Services Limited,14Q,London Air Services Limited,16229,YVR,12892,LAX,575,3
267,1,5,1878,14Q,London Air Services Limited,14Q,London Air Services Limited,16229,YVR,14683,SAT,575,3
271,1,1,503,14Q,London Air Services Limited,14Q,London Air Services Limited,10299,ANC,16254,YXY,575,3
273,1,97,5026,AF,Compagnie Natl Air France,AF,Compagnie Natl Air France,10920,CDG,12266,IAH,627,3
274,1,145,3962,AF,Compagnie Natl Air France,AF,Compagnie Natl Air France,10920,CDG,11433,DTW,696,3
289,1,231,3629,LA,Lan-Chile Airlines,LA,Lan-Chile Airlines,12478,JFK,12986,LIM,887,3
290,1,225,5096,LA,Lan-Chile Airlines,LA,Lan-Chile Airlines,12478,JFK,14717,SCL,887,3
292,1,251,4118,LA,Lan-Chile Airlines,LA,Lan-Chile Airlines,14717,SCL,13303,MIA,889,3
304,1,243,3629,LA,Lan-Chile Airlines,LA,Lan-Chile Airlines,12986,LIM,12478,JFK,889,3
312,1,203,4167,LP,Lan Peru Airlines,LP,Lan Peru Airlines,12892,LAX,12986,LIM,626,3
313,1,95,2795,LP,Lan Peru Airlines,LP,Lan Peru Airlines,12986,LIM,13204,MCO,694,3
323,1,131,2319,Q6,"Vuela Aviacion, S.A.",Q6,"Vuela Aviacion, S.A.",14677,SAL,12892,LAX,694,3
326,1,167,2089,Q6,"Vuela Aviacion, S.A.",Q6,"Vuela Aviacion, S.A.",14677,SAL,12478,JFK,722,3
327,1,93,1442,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),12892,LAX,13370,MLM,694,3
328,1,117,1420,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),12892,LAX,15483,UPN,694,3
329,1,111,1707,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13930,ORD,13370,MLM,694,3
333,1,71,1729,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),13252,MEX,11638,FAT,694,3
335,1,147,1666,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),10638,BJX,14831,SJC,694,3
336,1,65,936,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11298,DFW,11874,GDL,694,3
337,1,157,1486,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11874,GDL,13204,MCO,694,3
340,1,131,820,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11874,GDL,12266,IAH,694,3
341,1,145,1632,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),11874,GDL,14570,RNO,694,3
343,1,183,4341,BY,Britannia Airways Ltd.,BY,Britannia Airways Ltd.,12966,LGW,13360,MLB,887,3
348,1,283,4258,BY,Britannia Airways Ltd.,BY,Britannia Airways Ltd.,10608,BHX,13360,MLB,889,3
351,1,73,4080,LH,Lufthansa German Airlines,LH,Lufthansa German Airlines,11760,FRA,12264,IAD,871,3
353,1,213,4343,LH,Lufthansa German Airlines,LH,Lufthansa German Airlines,13930,ORD,11760,FRA,819,3
354,1,173,4343,LH,Lufthansa German Airlines,LH,Lufthansa German Airlines,11760,FRA,13930,ORD,819,3
355,1,219,3855,LH,Lufthansa German Airlines,LH,Lufthansa German Airlines,12478,JFK,11760,FRA,821,3
358,1,167,4080,LH,Lufthansa German Airlines,LH,Lufthansa German Airlines,12264,IAD,11760,FRA,821,3
359,1,167,6025,LH,Lufthansa German Airlines,LH,Lufthansa German Airlines,14679,SAN,13518,MUC,359,3
360,1,201,3663,LH,Lufthansa German Airlines,LH,Lufthansa German Airlines,12651,KEF,13303,MIA,359,3
362,1,237,3938,LH,Lufthansa German Airlines,LH,Lufthansa German Airlines,13518,MUC,10529,BDL,359,3
366,1,145,1857,TA,Taca International Airlines,TA,Taca International Airlines,12264,IAD,12010,GUA,694,3
401,1,145,1473,NK,Spirit Air Lines,NK,Spirit Air Lines,11433,DTW,11032,CUN,698,3
404,1,139,852,NK,Spirit Air Lines,NK,Spirit Air Lines,14739,SDQ,11697,FLL,698,3
416,1,49,716,NK,Spirit Air Lines,NK,Spirit Air Lines,13180,MBJ,13204,MCO,694,3
417,1,13,1103,NK,Spirit Air Lines,NK,Spirit Air Lines,12266,IAH,12010,GUA,694,3
418,1,159,1103,NK,Spirit Air Lines,NK,Spirit Air Lines,12010,GUA,12266,IAH,694,3
419,1,127,1579,NK,Spirit Air Lines,NK,Spirit Air Lines,13218,MDE,13204,MCO,694,3
420,1,99,1143,NK,Spirit Air Lines,NK,Spirit Air Lines,10411,AUA,11697,FLL,694,3
423,1,69,1117,NK,Spirit Air Lines,NK,Spirit Air Lines,14838,SJO,13303,MIA,694,3
424,1,103,1143,NK,Spirit Air Lines,NK,Spirit Air Lines,11697,FLL,10411,AUA,694,3
425,1,87,716,NK,Spirit Air Lines,NK,Spirit Air Lines,13204,MCO,13180,MBJ,694,3
426,1,167,1579,NK,Spirit Air Lines,NK,Spirit Air Lines,13204,MCO,13218,MDE,694,3
428,1,27,1181,NK,Spirit Air Lines,NK,Spirit Air Lines,12266,IAH,15923,XPL,699,3
429,1,33,921,NK,Spirit Air Lines,NK,Spirit Air Lines,11032,CUN,10423,AUS,699,3
431,1,75,1181,NK,Spirit Air Lines,NK,Spirit Air Lines,15923,XPL,12266,IAH,699,3
438,1,81,651,NK,Spirit Air Lines,NK,Spirit Air Lines,11032,CUN,13495,MSY,722,3
444,1,169,852,NK,Spirit Air Lines,NK,Spirit Air Lines,11697,FLL,14739,SDQ,722,3
445,1,93,1102,NK,Spirit Air Lines,NK,Spirit Air Lines,11697,FLL,10486,BAQ,722,3
468,1,35,1101,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",11164,CTG,13303,MIA,655,3
512,1,1,1018,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11032,CUN,11259,DAL,671,3
517,1,5,3449,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,TEB,13094,LTN,671,3
524,1,5,1332,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14153,PLS,12197,HPN,671,3
525,1,3,1120,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10372,ASE,14832,SJD,671,3
528,1,7,2244,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14312,PVR,15356,TTN,641,3
534,1,7,3346,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13218,MDE,12892,LAX,641,3
536,1,13,1617,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13898,OPF,16306,ZLO,641,3
545,1,1,194,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10444,AXA,14843,SJU,641,3
546,1,11,1691,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",10444,AXA,15167,TEB,641,3
555,1,11,1237,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15084,SXM,14027,PBI,641,3
556,1,5,2380,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11503,EGE,14153,PLS,641,3
560,1,3,1762,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14849,SKB,12197,HPN,641,3
567,1,11,908,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",16096,YKA,14771,SFO,641,3
568,1,13,2410,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14100,PHL,16229,YVR,641,3
571,1,13,2410,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",16229,YVR,14100,PHL,641,3
575,1,1,837,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",16271,YYZ,13341,MKC,641,3
576,1,5,182,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11697,FLL,13605,NAS,641,3
582,1,7,1363,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",16217,YUL,10519,BCT,641,3
585,1,11,1107,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,TEB,13605,NAS,641,3
586,1,3,4029,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,TEB,12987,LIN,641,3
587,1,5,3803,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14771,SFO,15084,SXM,641,3
588,1,9,908,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14771,SFO,16096,YKA,641,3
592,1,5,1221,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11874,GDL,11041,CLD,641,3
593,1,5,1221,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11041,CLD,11874,GDL,641,3
594,1,13,827,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",11041,CLD,14832,SJD,641,3
597,1,13,786,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",14832,SJD,14736,SDM,641,3
618,1,3,3658,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12987,LIN,10581,BGR,641,3
619,1,11,2108,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15052,SVD,10540,BED,641,3
620,1,9,5428,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13094,LTN,15618,VNY,658,3
621,1,7,5428,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15618,VNY,13094,LTN,658,3
627,1,3,392,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12451,JAX,13289,MHH,667,3
628,1,5,2601,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12651,KEF,11618,EWR,667,3
632,1,5,2589,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",15167,TEB,12651,KEF,667,3
634,1,1,392,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13289,MHH,12451,JAX,667,3
636,1,5,182,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13605,NAS,11697,FLL,667,3
637,1,9,1126,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13605,NAS,12197,HPN,667,3
639,1,15,3460,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13094,LTN,11618,EWR,612,3
641,1,5,5214,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13094,LTN,12889,LAS,750,3
642,1,3,3444,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",13068,LRM,14831,SJC,750,3
646,1,11,2627,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",12892,LAX,12990,LIR,750,3
649,1,5,3253,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,14051,PDL,11697,FLL,678,2
650,1,1,5399,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,14262,PSP,11628,FAB,775,2
653,1,5,3812,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,12066,HAM,12478,JFK,775,2
655,1,1,5399,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,11628,FAB,14262,PSP,775,2
661,1,3,3073,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,13094,LTN,10581,BGR,745,2
663,1,3,4424,0Q,Flying Service N.V.,0Q,Flying Service N.V.,10752,BRU,15043,SUS,725,3
667,1,1,3709,15Q,Air Alsie A/S,15Q,Air Alsie A/S,14259,PSM,14166,PMI,682,3
668,1,1,3650,15Q,Air Alsie A/S,15Q,Air Alsie A/S,11681,FKB,14259,PSM,682,3
671,1,1,5360,15Q,Air Alsie A/S,15Q,Air Alsie A/S,10423,AUS,11064,CMF,725,3
673,1,3,3406,15Q,Air Alsie A/S,15Q,Air Alsie A/S,11966,GOT,10581,BGR,725,3
675,1,1,3751,15Q,Air Alsie A/S,15Q,Air Alsie A/S,10678,BMA,10540,BED,725,3
677,1,1,3751,15Q,Air Alsie A/S,15Q,Air Alsie A/S,10540,BED,10678,BMA,725,3
678,1,1,4060,15Q,Air Alsie A/S,15Q,Air Alsie A/S,10517,BCN,12264,IAD,725,3
679,1,7,4276,1HQ,International Jet Management GmbH,1HQ,International Jet Management GmbH,10731,BQK,13156,MAD,667,3
680,1,9,4276,1HQ,International Jet Management GmbH,1HQ,International Jet Management GmbH,13156,MAD,10731,BQK,667,3
681,1,3,3947,1HQ,International Jet Management GmbH,1HQ,International Jet Management GmbH,12892,LAX,10575,BGI,775,3
682,1,5,5048,1HQ,International Jet Management GmbH,1HQ,International Jet Management GmbH,14918,SNN,14831,SJC,775,3
684,1,1,4020,1HQ,International Jet Management GmbH,1HQ,International Jet Management GmbH,15167,TEB,14904,SMV,652,3
685,1,9,776,24Q,Jet Story,24Q,Jet Story,11995,GSO,13605,NAS,688,3
690,1,3,4152,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,13898,OPF,12991,LIS,775,3
691,1,1,4004,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,11966,GOT,12264,IAD,775,3
692,1,3,2525,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,12892,LAX,13605,NAS,775,3
693,1,1,3563,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,10721,BOS,11444,DUS,775,3
694,1,1,2405,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,11874,GDL,10721,BOS,775,3
696,1,3,3715,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,15167,TEB,12957,LGG,775,3
697,1,1,4637,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,13898,OPF,10752,BRU,775,3
704,1,7,4877,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,10329,APF,11760,FRA,775,3
707,1,5,3715,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,12957,LGG,15167,TEB,775,3
708,1,1,2582,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,10581,BGR,11874,GDL,775,3
709,1,1,3373,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,11444,DUS,10581,BGR,775,3
711,1,3,446,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,16271,YYZ,10721,BOS,833,3
712,1,3,1225,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,13898,OPF,16271,YYZ,833,3
714,1,9,3362,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,10821,BWI,11435,DUB,833,3
715,1,5,3060,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,14918,SNN,12197,HPN,833,3
716,1,5,3833,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,36Q,Air Hamburg Luftverkehrsgesellschaft mbH,15167,TEB,12064,HAJ,745,3
718,1,237,1188,AC,Air Canada,AC,Air Canada,16271,YYZ,14635,RSW,696,3
720,1,167,1554,AC,Air Canada,AC,Air Canada,14771,SFO,14312,PVR,614,3
721,1,141,1233,AC,Air Canada,AC,Air Canada,13303,MIA,16271,YYZ,614,3
722,1,47,1404,AC,Air Canada,AC,Air Canada,13303,MIA,16217,YUL,614,3
723,1,139,2007,AC,Air Canada,AC,Air Canada,13252,MEX,10792,BUF,614,3
729,1,133,1233,AC,Air Canada,AC,Air Canada,16271,YYZ,13303,MIA,694,3
733,1,15,1188,AC,Air Canada,AC,Air Canada,14635,RSW,16271,YYZ,694,3
735,1,69,1095,AC,Air Canada,AC,Air Canada,15304,TPA,16271,YYZ,699,3
736,1,137,2176,AC,Air Canada,AC,Air Canada,12892,LAX,16271,YYZ,724,3
740,1,91,1384,AC,Air Canada,AC,Air Canada,16217,YUL,11697,FLL,724,3
741,1,89,800,AC,Air Canada,AC,Air Canada,16229,YVR,14771,SFO,724,3
743,1,39,1303,AC,Air Canada,AC,Air Canada,12478,JFK,16232,YWG,698,3
745,1,45,1638,AC,Air Canada,AC,Air Canada,11259,DAL,16042,YEG,698,3
